candidate_id,fdl_path,s2p_path,accepted,reject_reason,r0,W,S,N,pitch,outer_radius,fill_ratio,L_3p75_nH,Q_3p75,Q_3p0,Q_4p5
LQ_N3p5_R56_W11p2_S16,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R56_W11p2_S16.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R56_W11p2_S16.s2p,1,,56.0,11.2,16.0,3.5,27.2,151.2,0.4117647058823529,3.0616123661246273,35.87732839467541,31.22998008539362,39.76463440041012
LQ_N4p5_R40_W11p2_S16,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R40_W11p2_S16.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R40_W11p2_S16.s2p,1,,40.0,11.2,16.0,4.5,27.2,162.39999999999998,0.4117647058823529,4.157946245329944,34.72915597998932,30.822448854643657,37.81295887494504
LQ_N4p5_R44_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R44_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R44_W10p4_S15.s2p,1,,44.0,10.4,15.0,4.5,25.4,158.3,0.40944881889763785,4.318760116743869,35.10676728523154,31.44172852955389,38.54889406519554
LQ_N4p5_R44_W11p2_S16,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R44_W11p2_S16.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R44_W11p2_S16.s2p,1,,44.0,11.2,16.0,4.5,27.2,166.39999999999998,0.4117647058823529,4.433062602593971,35.61017094080198,31.75340123552753,39.057319985475566
LQ_N4p5_R48_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R48_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R48_W10p4_S14.s2p,1,,48.0,10.4,14.0,4.5,24.4,157.8,0.42622950819672134,4.515725154942054,35.86036394005427,31.638615676422376,39.1107576088221
LQ_N4p5_R48_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R48_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R48_W10p4_S15.s2p,1,,48.0,10.4,15.0,4.5,25.4,162.3,0.40944881889763785,4.604205801079197,36.051805582566296,32.13027962593012,39.4905255070701
LQ_N4p5_R48_W11p2_S16,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R48_W11p2_S16.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R48_W11p2_S16.s2p,1,,48.0,11.2,16.0,4.5,27.2,170.39999999999998,0.4117647058823529,4.715395284553276,36.73367208927978,32.46665086557266,40.81982562557236
LQ_N4p5_R52_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R52_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R52_W10p4_S14.s2p,1,,52.0,10.4,14.0,4.5,24.4,161.8,0.42622950819672134,4.812287857517671,36.35371641097198,32.387825051971824,39.95804286890635
LQ_N4p5_R52_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R52_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R52_W10p4_S15.s2p,1,,52.0,10.4,15.0,4.5,25.4,166.3,0.40944881889763785,4.894308332072596,37.11790890227332,32.92898900633003,40.37415369160893
LQ_N4p5_R52_W11p2_S16,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N4p5_R52_W11p2_S16.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N4p5_R52_W11p2_S16.s2p,1,,52.0,11.2,16.0,4.5,27.2,174.39999999999998,0.4117647058823529,5.0074316032640995,37.29049185116126,32.92954164494371,41.282380222837915
LQ_N2p5_R46_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R46_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R46_W9p6_S12.s2p,1,,46.0,9.6,12.0,2.5,21.6,100.0,0.4444444444444444,1.3641942268484282,28.228805132139293,23.47744677136402,33.150144121974286
LQ_N2p5_R50_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R50_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R50_W9p6_S12.s2p,1,,50.0,9.6,12.0,2.5,21.6,104.0,0.4444444444444444,1.4602670296990563,28.76783969997636,24.161794781135278,33.07265459946269
LQ_N2p5_R52_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R52_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R52_W9p6_S12.s2p,1,,52.0,9.6,12.0,2.5,21.6,106.0,0.4444444444444444,1.5069321025973996,29.07181262793235,24.519823929954537,33.431133706438416
LQ_N2p5_R54_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R54_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R54_W9p6_S12.s2p,1,,54.0,9.6,12.0,2.5,21.6,108.0,0.4444444444444444,1.5559251404559609,30.363869656245182,25.60097858966294,33.957512698462004
LQ_N2p5_R58_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R58_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R58_W9p6_S12.s2p,1,,58.0,9.6,12.0,2.5,21.6,112.0,0.4444444444444444,1.6519074104460734,31.541528752040836,26.223296390232935,36.037049913508596
LQ_N2p5_R60_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R60_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R60_W9p6_S12.s2p,1,,60.0,9.6,12.0,2.5,21.6,114.0,0.4444444444444444,1.7011030068837854,31.912615240166357,26.60497851495047,36.174008247255685
LQ_N2p5_R62_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R62_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R62_W9p6_S12.s2p,1,,62.0,9.6,12.0,2.5,21.6,116.0,0.4444444444444444,1.7504446138593552,32.283960984723855,26.858479651133155,36.89700941156684
LQ_N2p5_R66_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R66_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R66_W9p6_S12.s2p,1,,66.0,9.6,12.0,2.5,21.6,120.0,0.4444444444444444,1.8502142652682292,32.65964335438278,27.221711188836753,38.143793766714666
LQ_N2p5_R68_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R68_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R68_W9p6_S12.s2p,1,,68.0,9.6,12.0,2.5,21.6,122.0,0.4444444444444444,1.9015604843192764,32.94912503684976,27.47230952292437,38.265317587250756
LQ_N2p5_R70_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R70_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R70_W9p6_S12.s2p,1,,70.0,9.6,12.0,2.5,21.6,124.0,0.4444444444444444,1.9530233272839244,32.95575905927402,27.656868950673726,38.2951694936828
LQ_N2p5_R74_W9p6_S12,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R74_W9p6_S12.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R74_W9p6_S12.s2p,1,,74.0,9.6,12.0,2.5,21.6,128.0,0.4444444444444444,2.0579774562572593,33.64090239055581,28.2745902189223,38.89374193003981
LQ_N2p5_R46_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R46_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R46_W10p4_S14.s2p,1,,46.0,10.4,14.0,2.5,24.4,107.0,0.42622950819672134,1.3895401034255175,27.85085512925481,23.965417211068754,31.401685169786248
LQ_N2p5_R50_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R50_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R50_W10p4_S14.s2p,1,,50.0,10.4,14.0,2.5,24.4,111.0,0.42622950819672134,1.480939013912269,28.773762035841575,24.783302420453914,32.436032859634395
LQ_N2p5_R52_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R52_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R52_W10p4_S14.s2p,1,,52.0,10.4,14.0,2.5,24.4,113.0,0.42622950819672134,1.5272239087338215,29.193010407492874,25.182075699870627,32.82648946545596
LQ_N2p5_R54_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R54_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R54_W10p4_S14.s2p,1,,54.0,10.4,14.0,2.5,24.4,115.0,0.42622950819672134,1.5741533217535573,29.67193184558033,25.60230695079662,33.35580110108383
LQ_N2p5_R58_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R58_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R58_W10p4_S14.s2p,1,,58.0,10.4,14.0,2.5,24.4,119.0,0.42622950819672134,1.6696305582141868,30.69848574878511,26.333228978030583,34.67338683092743
LQ_N2p5_R60_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R60_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R60_W10p4_S14.s2p,1,,60.0,10.4,14.0,2.5,24.4,121.0,0.42622950819672134,1.7179604204121148,30.873705637408786,26.663574809277588,34.79837385677236
LQ_N2p5_R62_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R62_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R62_W10p4_S14.s2p,1,,62.0,10.4,14.0,2.5,24.4,123.0,0.42622950819672134,1.7685101699877457,32.80886109165952,28.188464432517097,36.239702752491716
LQ_N2p5_R66_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R66_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R66_W10p4_S14.s2p,1,,66.0,10.4,14.0,2.5,24.4,127.0,0.42622950819672134,1.8673639155159356,33.024394500076816,28.614360922411144,36.55395545454719
LQ_N2p5_R68_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R68_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R68_W10p4_S14.s2p,1,,68.0,10.4,14.0,2.5,24.4,129.0,0.42622950819672134,1.9171958756695158,33.57069271828843,29.04071317905533,37.23516177344049
LQ_N2p5_R70_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R70_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R70_W10p4_S14.s2p,1,,70.0,10.4,14.0,2.5,24.4,131.0,0.42622950819672134,1.9674388951883517,33.72389530846116,29.236229194829033,37.58821207477408
LQ_N2p5_R74_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N2p5_R74_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N2p5_R74_W10p4_S14.s2p,1,,74.0,10.4,14.0,2.5,24.4,135.0,0.42622950819672134,2.070529981438097,34.86421315235565,30.014247089532645,38.628984982724724
LQ_N3p5_R34_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R34_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R34_W10p4_S14.s2p,1,,34.0,10.4,14.0,3.5,24.4,119.39999999999999,0.42622950819672134,2.0661495650634105,29.3313982978217,25.622987008248543,32.15442652020681
LQ_N3p5_R38_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R38_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R38_W10p4_S14.s2p,1,,38.0,10.4,14.0,3.5,24.4,123.39999999999999,0.42622950819672134,2.2212850488953677,30.025364246516567,25.949786760544363,33.641271184327024
LQ_N3p5_R42_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R42_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R42_W10p4_S14.s2p,1,,42.0,10.4,14.0,3.5,24.4,127.39999999999999,0.42622950819672134,2.3830573743643484,31.115610177215487,27.007493829325647,34.757415330131906
LQ_N3p5_R46_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R46_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R46_W10p4_S14.s2p,1,,46.0,10.4,14.0,3.5,24.4,131.39999999999998,0.42622950819672134,2.549296147024197,32.16574057710983,27.948546140658983,35.86773300088555
LQ_N3p5_R48_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R48_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R48_W10p4_S14.s2p,1,,48.0,10.4,14.0,3.5,24.4,133.39999999999998,0.42622950819672134,2.633913544567793,32.777490842863436,28.392527680320054,36.85012297256912
LQ_N3p5_R50_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R50_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R50_W10p4_S14.s2p,1,,50.0,10.4,14.0,3.5,24.4,135.39999999999998,0.42622950819672134,2.7203311835143613,33.127536057649394,28.822019603920907,36.86937243081201
LQ_N3p5_R52_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R52_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R52_W10p4_S14.s2p,1,,52.0,10.4,14.0,3.5,24.4,137.39999999999998,0.42622950819672134,2.81029045903172,34.956314259669554,30.384715398389407,38.691384404272235
LQ_N3p5_R54_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R54_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R54_W10p4_S14.s2p,1,,54.0,10.4,14.0,3.5,24.4,139.39999999999998,0.42622950819672134,2.8956767127155305,34.12124956059677,29.661447294548353,37.90421526022457
LQ_N3p5_R58_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R58_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R58_W10p4_S14.s2p,1,,58.0,10.4,14.0,3.5,24.4,143.39999999999998,0.42622950819672134,3.0762639024807346,34.95402898149839,30.510084918279063,38.75371592740925
LQ_N3p5_R60_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R60_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R60_W10p4_S14.s2p,1,,60.0,10.4,14.0,3.5,24.4,145.39999999999998,0.42622950819672134,3.167156596438917,35.90725615712738,31.38602342461929,39.84209314988646
LQ_N3p5_R62_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R62_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R62_W10p4_S14.s2p,1,,62.0,10.4,14.0,3.5,24.4,147.39999999999998,0.42622950819672134,3.259878678169016,36.28593813579042,31.764922318502997,40.19870934439485
LQ_N3p5_R66_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R66_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R66_W10p4_S14.s2p,1,,66.0,10.4,14.0,3.5,24.4,151.39999999999998,0.42622950819672134,3.4490351860801893,37.43553475665132,32.74874746110512,41.3655056554531
LQ_N3p5_R68_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R68_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R68_W10p4_S14.s2p,1,,68.0,10.4,14.0,3.5,24.4,153.39999999999998,0.42622950819672134,3.5466728033451087,37.68509039615751,32.92635379561516,41.69815037511714
LQ_N3p5_R70_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R70_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R70_W10p4_S14.s2p,1,,70.0,10.4,14.0,3.5,24.4,155.39999999999998,0.42622950819672134,3.6437500330001136,38.04560405170504,33.114349262707414,42.16394011210795
LQ_N3p5_R74_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R74_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R74_W10p4_S14.s2p,1,,74.0,10.4,14.0,3.5,24.4,159.39999999999998,0.42622950819672134,3.8420415312527254,38.150596189785105,33.60764057699168,42.1053579795317
LQ_N3p5_R76_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R76_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R76_W10p4_S14.s2p,1,,76.0,10.4,14.0,3.5,24.4,161.39999999999998,0.42622950819672134,3.9428574924643973,38.52966611837046,33.91028953148105,42.711575777424166
LQ_N3p5_R78_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R78_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R78_W10p4_S14.s2p,1,,78.0,10.4,14.0,3.5,24.4,163.39999999999998,0.42622950819672134,4.045398169804793,39.39770806680037,34.52628116770656,43.20173983430778
LQ_N3p5_R82_W10p4_S14,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R82_W10p4_S14.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R82_W10p4_S14.s2p,1,,82.0,10.4,14.0,3.5,24.4,167.39999999999998,0.42622950819672134,4.253740026658187,39.997309844570914,35.01291642466549,43.98858135986266
LQ_N3p5_R34_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R34_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R34_W10p4_S15.s2p,1,,34.0,10.4,15.0,3.5,25.4,122.89999999999999,0.40944881889763785,2.1057623741719818,29.828289361987526,25.95987113262116,32.86755181518661
LQ_N3p5_R38_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R38_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R38_W10p4_S15.s2p,1,,38.0,10.4,15.0,3.5,25.4,126.89999999999999,0.40944881889763785,2.26088468588962,30.834454047068828,26.632049721726606,34.530972735854704
LQ_N3p5_R42_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R42_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R42_W10p4_S15.s2p,1,,42.0,10.4,15.0,3.5,25.4,130.89999999999998,0.40944881889763785,2.42207527519347,31.987076216308125,27.68377335795387,35.675974139002584
LQ_N3p5_R46_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R46_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R46_W10p4_S15.s2p,1,,46.0,10.4,15.0,3.5,25.4,134.89999999999998,0.40944881889763785,2.588012816876864,32.670270754436444,28.344383631199133,36.42558993200185
LQ_N3p5_R48_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R48_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R48_W10p4_S15.s2p,1,,48.0,10.4,15.0,3.5,25.4,136.89999999999998,0.40944881889763785,2.6728318731809333,33.100712325887706,28.764898596018938,36.8514036366607
LQ_N3p5_R50_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R50_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R50_W10p4_S15.s2p,1,,50.0,10.4,15.0,3.5,25.4,138.89999999999998,0.40944881889763785,2.758614377109312,33.50284700490022,29.153008592746506,37.246898096940456
LQ_N3p5_R52_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R52_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R52_W10p4_S15.s2p,1,,52.0,10.4,15.0,3.5,25.4,140.89999999999998,0.40944881889763785,2.845663615446443,33.95445773359404,29.57041154180312,37.713024815929366
LQ_N3p5_R54_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R54_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R54_W10p4_S15.s2p,1,,54.0,10.4,15.0,3.5,25.4,142.89999999999998,0.40944881889763785,2.9337204866760445,34.37470464537754,29.92351098645791,38.186271258957795
LQ_N3p5_R58_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R58_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R58_W10p4_S15.s2p,1,,58.0,10.4,15.0,3.5,25.4,146.89999999999998,0.40944881889763785,3.113556238972372,35.33124804689451,30.832928426640326,39.132727736956085
LQ_N3p5_R60_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R60_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R60_W10p4_S15.s2p,1,,60.0,10.4,15.0,3.5,25.4,148.89999999999998,0.40944881889763785,3.2050636058082778,35.90964136536557,31.29873519762805,39.812685831542176
LQ_N3p5_R62_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R62_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R62_W10p4_S15.s2p,1,,62.0,10.4,15.0,3.5,25.4,150.89999999999998,0.40944881889763785,3.29744887193433,36.32582592882206,31.704679964783537,40.26219832456703
LQ_N3p5_R66_W10p4_S15,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\fdl\LQ_N3p5_R66_W10p4_S15.py,C:\Users\mechrevo\Desktop\single_inductor_lq_surrogate\runs\v1\s2p\LQ_N3p5_R66_W10p4_S15.s2p,1,,66.0,10.4,15.0,3.5,25.4,154.89999999999998,0.40944881889763785,3.484708794139364,37.84419000996932,33.03000724970112,41.94538934932689
